prb_id,probe_src,dst_addr,hop,hop_from,hop_to,rtt
642558,88.161.211.10,20.157.222.42,3,193.90.113.16,193.75.2.49,23.172
642558,88.161.211.10,20.157.222.42,4,193.75.2.49,192.168.2.1,31.575
642558,88.161.211.10,20.157.222.42,5,192.168.2.1,62.115.112.84,45.318
642558,88.161.211.10,20.157.222.42,6,62.115.112.84,*,
642558,88.161.211.10,20.157.222.42,7,192.168.1.1,62.115.43.72,12.782
642558,88.161.211.10,20.157.222.42,8,62.115.43.72,49.228.5.78,46.342
642558,88.161.211.10,20.157.222.42,9,49.228.5.78,62.115.43.72,43.151
642558,88.161.211.10,20.157.222.42,10,62.115.43.72,10.69.150.14,39.894
642558,88.161.211.10,20.157.222.42,11,10.69.150.14,*,
642558,88.161.211.10,20.157.222.42,12,193.90.113.16,192.168.3.1,60.565
642558,88.161.211.10,20.157.222.42,13,192.168.3.1,20.157.222.42,68.6
1673629,156.232.43.66,142.250.191.46,1,156.232.43.66,10.102.93.241,23.038
1673629,156.232.43.66,142.250.191.46,2,10.102.93.241,10.59.25.212,42.112
1673629,156.232.43.66,142.250.191.46,3,10.59.25.212,212.27.35.12,22.5
1673629,156.232.43.66,142.250.191.46,4,212.27.35.12,49.228.5.64,53.147
1673629,156.232.43.66,142.250.191.46,5,49.228.5.64,10.29.55.83,46.557
1673629,156.232.43.66,142.250.191.46,6,10.29.55.83,62.115.112.84,45.338
1673629,156.232.43.66,142.250.191.46,7,62.115.112.84,142.250.191.46,92.381
1245273,117.102.142.13,20.157.222.42,1,117.102.142.13,10.80.53.126,19.966
1245273,117.102.142.13,20.157.222.42,2,10.80.53.126,195.0.240.164,35.521
1245273,117.102.142.13,20.157.222.42,3,195.0.240.164,10.140.80.79,8.739
1245273,117.102.142.13,20.157.222.42,4,10.140.80.79,193.75.2.49,55.059
1245273,117.102.142.13,20.157.222.42,5,193.75.2.49,10.56.44.18,16.656
1245273,117.102.142.13,20.157.222.42,6,10.56.44.18,212.27.35.12,9.744
1245273,117.102.142.13,20.157.222.42,7,212.27.35.12,192.168.1.1,46.705
1245273,117.102.142.13,20.157.222.42,8,192.168.1.1,10.94.215.84,31.024
1245273,117.102.142.13,20.157.222.42,9,10.94.215.84,62.115.112.84,37.366
1245273,117.102.142.13,20.157.222.42,10,62.115.112.84,*,
1245273,117.102.142.13,20.157.222.42,11,195.0.240.164,193.90.113.18,24.628
1245273,117.102.142.13,20.157.222.42,12,193.90.113.18,*,
1245273,117.102.142.13,20.157.222.42,13,193.75.2.49,194.149.162.250,22.702
1245273,117.102.142.13,20.157.222.42,14,194.149.162.250,20.157.222.42,72.843
1486514,128.112.169.47,8.8.8.8,1,128.112.169.47,195.0.240.164,47.034
1486514,128.112.169.47,8.8.8.8,2,195.0.240.164,212.27.35.12,39.401
1486514,128.112.169.47,8.8.8.8,3,212.27.35.12,193.75.2.49,46.284
1486514,128.112.169.47,8.8.8.8,4,193.75.2.49,10.19.9.175,16.113
1486514,128.112.169.47,8.8.8.8,5,10.19.9.175,194.149.162.248,17.85
1486514,128.112.169.47,8.8.8.8,6,194.149.162.248,192.168.3.1,51.975
1486514,128.112.169.47,8.8.8.8,7,192.168.3.1,62.115.112.84,41.67
1486514,128.112.169.47,8.8.8.8,8,62.115.112.84,193.90.113.16,35.329
1486514,128.112.169.47,8.8.8.8,9,193.90.113.16,10.58.100.173,33.104
1486514,128.112.169.47,8.8.8.8,10,10.58.100.173,10.108.112.194,39.825
1486514,128.112.169.47,8.8.8.8,11,10.108.112.194,193.75.2.49,27.219
1486514,128.112.169.47,8.8.8.8,12,193.75.2.49,*,
1486514,128.112.169.47,8.8.8.8,13,49.228.5.64,193.75.2.49,64.386
1486514,128.112.169.47,8.8.8.8,14,193.75.2.49,8.8.8.8,118.463
278357,137.210.194.138,20.157.222.42,1,137.210.194.138,49.228.5.64,33.277
278357,137.210.194.138,20.157.222.42,2,49.228.5.64,49.228.5.78,33.529
278357,137.210.194.138,20.157.222.42,3,49.228.5.78,49.228.5.78,21.471
278357,137.210.194.138,20.157.222.42,4,49.228.5.78,10.109.76.70,51.781
278357,137.210.194.138,20.157.222.42,5,10.109.76.70,10.131.159.172,42.316
278357,137.210.194.138,20.157.222.42,6,10.131.159.172,20.157.222.42,149.326
400467,211.76.98.216,192.203.230.10,1,211.76.98.216,10.100.99.1,15.437
400467,211.76.98.216,192.203.230.10,2,10.100.99.1,194.149.162.250,4.772
400467,211.76.98.216,192.203.230.10,3,194.149.162.250,10.155.166.24,29.654
400467,211.76.98.216,192.203.230.10,4,10.155.166.24,62.115.112.84,35.319
400467,211.76.98.216,192.203.230.10,5,62.115.112.84,192.203.230.10,20.458
536770,184.184.229.1,142.250.191.46,1,184.184.229.1,*,
536770,184.184.229.1,142.250.191.46,2,193.90.113.18,193.90.113.18,45.682
536770,184.184.229.1,142.250.191.46,3,193.90.113.18,212.27.35.12,42.379
536770,184.184.229.1,142.250.191.46,4,212.27.35.12,192.168.3.1,30.239
536770,184.184.229.1,142.250.191.46,5,192.168.3.1,49.231.119.167,26.954
536770,184.184.229.1,142.250.191.46,6,49.231.119.167,10.101.184.216,27.519
536770,184.184.229.1,142.250.191.46,7,10.101.184.216,193.90.113.18,55.585
536770,184.184.229.1,142.250.191.46,8,193.90.113.18,10.234.123.93,23.22
536770,184.184.229.1,142.250.191.46,9,10.234.123.93,49.228.5.78,41.979
536770,184.184.229.1,142.250.191.46,10,49.228.5.78,62.115.43.72,33.7
536770,184.184.229.1,142.250.191.46,11,62.115.43.72,10.32.96.24,46.65
536770,184.184.229.1,142.250.191.46,12,10.32.96.24,212.27.35.12,63.538
536770,184.184.229.1,142.250.191.46,13,212.27.35.12,194.149.162.250,67.841
536770,184.184.229.1,142.250.191.46,14,194.149.162.250,195.0.240.164,25.371
536770,184.184.229.1,142.250.191.46,15,195.0.240.164,142.250.191.46,109.364
1806423,188.188.199.116,1.1.1.1,1,188.188.199.116,10.92.135.82,32.213
1806423,188.188.199.116,1.1.1.1,2,10.92.135.82,212.27.35.12,49.095
1806423,188.188.199.116,1.1.1.1,3,212.27.35.12,49.228.5.64,12.836
1806423,188.188.199.116,1.1.1.1,4,49.228.5.64,192.168.1.1,21.618
1806423,188.188.199.116,1.1.1.1,5,192.168.1.1,10.24.21.127,46.197
1806423,188.188.199.116,1.1.1.1,6,10.24.21.127,10.78.100.203,57.408
1806423,188.188.199.116,1.1.1.1,7,10.78.100.203,49.228.5.64,29.102
1806423,188.188.199.116,1.1.1.1,8,49.228.5.64,*,
1806423,188.188.199.116,1.1.1.1,9,193.90.113.18,10.60.6.111,31.605
1806423,188.188.199.116,1.1.1.1,10,10.60.6.111,62.115.112.84,55.2
1806423,188.188.199.116,1.1.1.1,11,62.115.112.84,192.168.3.1,16.886
1806423,188.188.199.116,1.1.1.1,12,192.168.3.1,193.90.113.18,32.54
1806423,188.188.199.116,1.1.1.1,13,193.90.113.18,193.90.113.18,60.363
1806423,188.188.199.116,1.1.1.1,14,193.90.113.18,212.27.35.12,46.623
1806423,188.188.199.116,1.1.1.1,15,212.27.35.12,1.1.1.1,69.978
430003,91.50.251.123,192.203.230.10,1,91.50.251.123,49.228.5.64,11.021
430003,91.50.251.123,192.203.230.10,2,49.228.5.64,10.83.241.38,37.976
430003,91.50.251.123,192.203.230.10,3,10.83.241.38,49.228.5.64,15.956
430003,91.50.251.123,192.203.230.10,4,49.228.5.64,10.187.30.63,35.524
430003,91.50.251.123,192.203.230.10,5,10.187.30.63,212.27.35.12,26.151
430003,91.50.251.123,192.203.230.10,6,212.27.35.12,10.111.42.183,50.87
430003,91.50.251.123,192.203.230.10,7,10.111.42.183,192.168.2.1,60.015
430003,91.50.251.123,192.203.230.10,8,192.168.2.1,10.116.164.209,54.825
430003,91.50.251.123,192.203.230.10,9,10.116.164.209,195.0.240.164,63.013
430003,91.50.251.123,192.203.230.10,10,195.0.240.164,*,
430003,91.50.251.123,192.203.230.10,11,193.90.113.16,49.228.5.64,31.518
430003,91.50.251.123,192.203.230.10,12,49.228.5.64,10.83.20.168,47.911
430003,91.50.251.123,192.203.230.10,13,10.83.20.168,192.203.230.10,61.306
461191,153.43.208.108,192.203.230.10,1,153.43.208.108,10.58.120.166,37.171
461191,153.43.208.108,192.203.230.10,2,10.58.120.166,62.115.43.72,31.977
461191,153.43.208.108,192.203.230.10,3,62.115.43.72,49.228.5.78,40.869
461191,153.43.208.108,192.203.230.10,4,49.228.5.78,*,
461191,153.43.208.108,192.203.230.10,5,49.228.5.64,195.0.240.164,27.396
461191,153.43.208.108,192.203.230.10,6,195.0.240.164,194.149.162.248,33.509
461191,153.43.208.108,192.203.230.10,7,194.149.162.248,193.90.113.16,17.267
461191,153.43.208.108,192.203.230.10,8,193.90.113.16,10.112.47.125,53.843
461191,153.43.208.108,192.203.230.10,9,10.112.47.125,192.168.3.1,23.058
461191,153.43.208.108,192.203.230.10,10,192.168.3.1,193.75.2.49,64.9
461191,153.43.208.108,192.203.230.10,11,193.75.2.49,194.149.162.248,17.376
461191,153.43.208.108,192.203.230.10,12,194.149.162.248,192.203.230.10,132.602
548875,119.203.25.18,1.1.1.1,1,119.203.25.18,193.75.2.49,17.917
548875,119.203.25.18,1.1.1.1,2,193.75.2.49,193.90.113.16,16.943
548875,119.203.25.18,1.1.1.1,3,193.90.113.16,*,
548875,119.203.25.18,1.1.1.1,4,195.0.240.164,10.189.245.58,14.321
548875,119.203.25.18,1.1.1.1,5,10.189.245.58,212.27.35.12,7.909
548875,119.203.25.18,1.1.1.1,6,212.27.35.12,194.149.162.248,39.179
548875,119.203.25.18,1.1.1.1,7,194.149.162.248,195.0.240.164,44.557
548875,119.203.25.18,1.1.1.1,8,195.0.240.164,10.100.99.1,40.053
548875,119.203.25.18,1.1.1.1,9,10.100.99.1,*,
548875,119.203.25.18,1.1.1.1,10,10.181.224.1,195.0.240.164,21.479
548875,119.203.25.18,1.1.1.1,11,195.0.240.164,62.115.112.84,29.24
548875,119.203.25.18,1.1.1.1,12,62.115.112.84,10.253.58.92,57.716
548875,119.203.25.18,1.1.1.1,13,10.253.58.92,192.168.1.1,54.992
548875,119.203.25.18,1.1.1.1,14,192.168.1.1,49.228.5.64,40.214
548875,119.203.25.18,1.1.1.1,15,49.228.5.64,1.1.1.1,122.943
1403199,138.203.58.86,1.1.1.1,1,138.203.58.86,10.154.105.183,37.667
1403199,138.203.58.86,1.1.1.1,2,10.154.105.183,194.149.162.250,52.462
1403199,138.203.58.86,1.1.1.1,3,194.149.162.250,10.11.161.53,23.426
1403199,138.203.58.86,1.1.1.1,4,10.11.161.53,194.149.162.250,35.477
1403199,138.203.58.86,1.1.1.1,5,194.149.162.250,10.24.138.175,14.264
1403199,138.203.58.86,1.1.1.1,6,10.24.138.175,10.226.209.87,40.762
1403199,138.203.58.86,1.1.1.1,7,10.226.209.87,49.228.5.78,45.396
1403199,138.203.58.86,1.1.1.1,8,49.228.5.78,10.136.217.111,30.736
1403199,138.203.58.86,1.1.1.1,9,10.136.217.111,10.227.189.241,31.957
1403199,138.203.58.86,1.1.1.1,10,10.227.189.241,*,
1403199,138.203.58.86,1.1.1.1,11,193.90.113.18,192.168.1.1,57.791
1403199,138.203.58.86,1.1.1.1,12,192.168.1.1,192.168.3.1,59.675
1403199,138.203.58.86,1.1.1.1,13,192.168.3.1,193.90.113.16,43.843
1403199,138.203.58.86,1.1.1.1,14,193.90.113.16,192.168.3.1,58.398
1403199,138.203.58.86,1.1.1.1,15,192.168.3.1,1.1.1.1,33.051
1926161,195.255.245.253,192.203.230.10,1,195.255.245.253,194.149.162.248,34.01
1926161,195.255.245.253,192.203.230.10,2,194.149.162.248,192.168.3.1,22.902
1926161,195.255.245.253,192.203.230.10,3,192.168.3.1,212.27.35.12,31.928
1926161,195.255.245.253,192.203.230.10,4,212.27.35.12,10.233.184.156,24.32
1926161,195.255.245.253,192.203.230.10,5,10.233.184.156,10.48.80.44,28.674
1926161,195.255.245.253,192.203.230.10,6,10.48.80.44,193.90.113.16,30.107
1926161,195.255.245.253,192.203.230.10,7,193.90.113.16,195.0.240.164,11.23
1926161,195.255.245.253,192.203.230.10,8,195.0.240.164,*,
1926161,195.255.245.253,192.203.230.10,9,49.231.119.167,195.0.240.164,51.885
1926161,195.255.245.253,192.203.230.10,10,195.0.240.164,195.0.240.164,57.787
1926161,195.255.245.253,192.203.230.10,11,195.0.240.164,192.203.230.10,76.53
1607366,38.156.80.97,142.250.191.46,1,38.156.80.97,10.199.147.145,9.305
1607366,38.156.80.97,142.250.191.46,2,10.199.147.145,193.90.113.16,11.052
1607366,38.156.80.97,142.250.191.46,3,193.90.113.16,142.250.191.46,105.362
1209667,223.181.1.46,192.203.230.10,1,223.181.1.46,49.228.5.64,6.171
1209667,223.181.1.46,192.203.230.10,2,49.228.5.64,10.97.131.135,12.758
1209667,223.181.1.46,192.203.230.10,3,10.97.131.135,62.115.112.84,54.182
1209667,223.181.1.46,192.203.230.10,4,62.115.112.84,192.203.230.10,141.285
184146,117.125.208.36,192.203.230.10,1,117.125.208.36,192.168.1.1,24.445
184146,117.125.208.36,192.203.230.10,2,192.168.1.1,195.0.240.164,22.164
184146,117.125.208.36,192.203.230.10,3,195.0.240.164,10.235.76.68,6.951
184146,117.125.208.36,192.203.230.10,4,10.235.76.68,10.100.99.1,16.175
184146,117.125.208.36,192.203.230.10,5,10.100.99.1,192.168.1.1,31.614
184146,117.125.208.36,192.203.230.10,6,192.168.1.1,10.151.216.117,53.028
184146,117.125.208.36,192.203.230.10,7,10.151.216.117,*,
184146,117.125.208.36,192.203.230.10,8,62.115.112.84,62.115.112.84,49.161
184146,117.125.208.36,192.203.230.10,9,62.115.112.84,10.174.47.52,14.548
184146,117.125.208.36,192.203.230.10,10,10.174.47.52,193.75.2.49,29.942
184146,117.125.208.36,192.203.230.10,11,193.75.2.49,192.203.230.10,67.243
368027,75.224.35.201,142.250.191.46,1,75.224.35.201,10.28.81.131,40.215
368027,75.224.35.201,142.250.191.46,2,10.28.81.131,62.115.43.72,13.67
368027,75.224.35.201,142.250.191.46,3,62.115.43.72,193.90.113.18,35.836
368027,75.224.35.201,142.250.191.46,4,193.90.113.18,193.90.113.18,40.061
368027,75.224.35.201,142.250.191.46,5,193.90.113.18,49.231.119.167,30.358
368027,75.224.35.201,142.250.191.46,6,49.231.119.167,49.228.5.64,23.231
368027,75.224.35.201,142.250.191.46,7,49.228.5.64,193.90.113.16,16.203
368027,75.224.35.201,142.250.191.46,8,193.90.113.16,193.90.113.18,31.33
368027,75.224.35.201,142.250.191.46,9,193.90.113.18,194.149.162.248,34.492
368027,75.224.35.201,142.250.191.46,10,194.149.162.248,10.2.233.210,17.517
368027,75.224.35.201,142.250.191.46,11,10.2.233.210,193.75.2.49,46.584
368027,75.224.35.201,142.250.191.46,12,193.75.2.49,142.250.191.46,31.082
721142,11.70.146.179,8.8.8.8,1,11.70.146.179,10.141.125.44,4.555
721142,11.70.146.179,8.8.8.8,2,10.141.125.44,194.149.162.248,49.915
721142,11.70.146.179,8.8.8.8,3,194.149.162.248,*,
721142,11.70.146.179,8.8.8.8,4,193.90.113.18,195.0.240.164,49.198
721142,11.70.146.179,8.8.8.8,5,195.0.240.164,*,
721142,11.70.146.179,8.8.8.8,6,192.168.2.1,10.80.197.150,45.342
721142,11.70.146.179,8.8.8.8,7,10.80.197.150,10.78.24.39,46.768
721142,11.70.146.179,8.8.8.8,8,10.78.24.39,10.203.103.151,45.622
721142,11.70.146.179,8.8.8.8,9,10.203.103.151,193.75.2.49,52.553
721142,11.70.146.179,8.8.8.8,10,193.75.2.49,*,
721142,11.70.146.179,8.8.8.8,11,192.168.2.1,8.8.8.8,50.257
510885,20.201.100.88,8.8.8.8,1,20.201.100.88,194.149.162.250,49.408
510885,20.201.100.88,8.8.8.8,2,194.149.162.250,10.181.224.1,8.974
510885,20.201.100.88,8.8.8.8,3,10.181.224.1,192.168.3.1,21.837
510885,20.201.100.88,8.8.8.8,4,192.168.3.1,192.168.2.1,54.408
510885,20.201.100.88,8.8.8.8,5,192.168.2.1,194.149.162.248,41.457
510885,20.201.100.88,8.8.8.8,6,194.149.162.248,193.90.113.16,11.879
510885,20.201.100.88,8.8.8.8,7,193.90.113.16,10.76.44.26,47.686
510885,20.201.100.88,8.8.8.8,8,10.76.44.26,195.0.240.164,52.735
510885,20.201.100.88,8.8.8.8,9,195.0.240.164,192.168.1.1,37.322
510885,20.201.100.88,8.8.8.8,10,192.168.1.1,193.90.113.18,19.289
510885,20.201.100.88,8.8.8.8,11,193.90.113.18,10.135.2.21,28.471
510885,20.201.100.88,8.8.8.8,12,10.135.2.21,8.8.8.8,28.356
1162037,25.223.55.219,192.203.230.10,1,25.223.55.219,192.168.3.1,32.49
1162037,25.223.55.219,192.203.230.10,2,192.168.3.1,10.92.117.132,29.828
1162037,25.223.55.219,192.203.230.10,3,10.92.117.132,195.0.240.164,39.61
1162037,25.223.55.219,192.203.230.10,4,195.0.240.164,10.239.21.225,15.498
1162037,25.223.55.219,192.203.230.10,5,10.239.21.225,192.168.3.1,27.135
1162037,25.223.55.219,192.203.230.10,6,192.168.3.1,192.203.230.10,107.997
1443338,105.157.9.189,1.1.1.1,1,105.157.9.189,*,
1443338,105.157.9.189,1.1.1.1,2,193.90.113.16,62.115.43.72,9.124
1443338,105.157.9.189,1.1.1.1,3,62.115.43.72,1.1.1.1,140.642
680451,8.146.41.119,192.203.230.10,1,8.146.41.119,62.115.112.84,49.797
680451,8.146.41.119,192.203.230.10,2,62.115.112.84,10.209.124.220,52.211
680451,8.146.41.119,192.203.230.10,3,10.209.124.220,*,
680451,8.146.41.119,192.203.230.10,4,193.90.113.16,49.228.5.78,39.811
680451,8.146.41.119,192.203.230.10,5,49.228.5.78,10.92.214.212,21.631
680451,8.146.41.119,192.203.230.10,6,10.92.214.212,10.181.224.1,52.387
680451,8.146.41.119,192.203.230.10,7,10.181.224.1,10.181.224.1,31.472
680451,8.146.41.119,192.203.230.10,8,10.181.224.1,194.149.162.250,38.642
680451,8.146.41.119,192.203.230.10,9,194.149.162.250,192.203.230.10,30.191
899837,145.101.147.214,20.157.222.42,1,145.101.147.214,10.124.41.172,29.58
899837,145.101.147.214,20.157.222.42,2,10.124.41.172,193.90.113.16,42.581
899837,145.101.147.214,20.157.222.42,3,193.90.113.16,*,
899837,145.101.147.214,20.157.222.42,4,10.100.99.1,193.90.113.18,51.74
899837,145.101.147.214,20.157.222.42,5,193.90.113.18,194.149.162.248,56.058
899837,145.101.147.214,20.157.222.42,6,194.149.162.248,49.231.119.167,43.781
899837,145.101.147.214,20.157.222.42,7,49.231.119.167,192.168.3.1,53.082
899837,145.101.147.214,20.157.222.42,8,192.168.3.1,10.236.48.211,14.212
899837,145.101.147.214,20.157.222.42,9,10.236.48.211,62.115.43.72,21.292
899837,145.101.147.214,20.157.222.42,10,62.115.43.72,194.149.162.248,48.643
899837,145.101.147.214,20.157.222.42,11,194.149.162.248,20.157.222.42,94.86
565838,154.8.59.40,1.1.1.1,1,154.8.59.40,*,
565838,154.8.59.40,1.1.1.1,2,194.149.162.250,10.74.96.117,50.739
565838,154.8.59.40,1.1.1.1,3,10.74.96.117,195.0.240.164,42.322
565838,154.8.59.40,1.1.1.1,4,195.0.240.164,192.168.1.1,46.52
565838,154.8.59.40,1.1.1.1,5,192.168.1.1,192.168.2.1,44.475
565838,154.8.59.40,1.1.1.1,6,192.168.2.1,10.97.12.93,50.087
565838,154.8.59.40,1.1.1.1,7,10.97.12.93,62.115.112.84,51.739
565838,154.8.59.40,1.1.1.1,8,62.115.112.84,195.0.240.164,33.339
565838,154.8.59.40,1.1.1.1,9,195.0.240.164,195.0.240.164,33.139
565838,154.8.59.40,1.1.1.1,10,195.0.240.164,62.115.112.84,39.032
565838,154.8.59.40,1.1.1.1,11,62.115.112.84,1.1.1.1,41.612
1661973,15.208.214.6,142.250.191.46,1,15.208.214.6,195.0.240.164,23.511
1661973,15.208.214.6,142.250.191.46,2,195.0.240.164,10.174.217.227,26.38
1661973,15.208.214.6,142.250.191.46,3,10.174.217.227,10.93.227.220,43.132
1661973,15.208.214.6,142.250.191.46,4,10.93.227.220,192.168.1.1,31.669
1661973,15.208.214.6,142.250.191.46,5,192.168.1.1,212.27.35.12,7.683
1661973,15.208.214.6,142.250.191.46,6,212.27.35.12,195.0.240.164,28.587
1661973,15.208.214.6,142.250.191.46,7,195.0.240.164,193.75.2.49,46.335
1661973,15.208.214.6,142.250.191.46,8,193.75.2.49,49.231.119.167,18.959
1661973,15.208.214.6,142.250.191.46,9,49.231.119.167,192.168.3.1,40.17
1661973,15.208.214.6,142.250.191.46,10,192.168.3.1,10.228.165.47,32.219
1661973,15.208.214.6,142.250.191.46,11,10.228.165.47,212.27.35.12,33.21
1661973,15.208.214.6,142.250.191.46,12,212.27.35.12,10.96.140.16,60.941
1661973,15.208.214.6,142.250.191.46,13,10.96.140.16,142.250.191.46,18.79
1988888,139.23.50.252,1.1.1.1,1,139.23.50.252,212.27.35.12,25.264
1988888,139.23.50.252,1.1.1.1,2,212.27.35.12,10.158.128.13,10.462
1988888,139.23.50.252,1.1.1.1,3,10.158.128.13,1.1.1.1,147.134
1530296,33.228.4.228,1.1.1.1,1,33.228.4.228,192.168.3.1,17.662
1530296,33.228.4.228,1.1.1.1,2,192.168.3.1,212.27.35.12,48.615
1530296,33.228.4.228,1.1.1.1,3,212.27.35.12,192.168.3.1,43.281
1530296,33.228.4.228,1.1.1.1,4,192.168.3.1,49.228.5.78,17.985
1530296,33.228.4.228,1.1.1.1,5,49.228.5.78,193.75.2.49,14.053
1530296,33.228.4.228,1.1.1.1,6,193.75.2.49,1.1.1.1,39.653
1671480,66.22.186.181,142.250.191.46,1,66.22.186.181,192.168.1.1,42.596
1671480,66.22.186.181,142.250.191.46,2,192.168.1.1,62.115.112.84,52.105
1671480,66.22.186.181,142.250.191.46,3,62.115.112.84,142.250.191.46,58.862
1261572,167.141.52.77,1.1.1.1,1,167.141.52.77,195.0.240.164,3.055
1261572,167.141.52.77,1.1.1.1,2,195.0.240.164,10.220.82.236,4.071
1261572,167.141.52.77,1.1.1.1,3,10.220.82.236,49.231.119.167,8.082
1261572,167.141.52.77,1.1.1.1,4,49.231.119.167,10.100.99.1,8.098
1261572,167.141.52.77,1.1.1.1,5,10.100.99.1,10.181.224.1,56.125
1261572,167.141.52.77,1.1.1.1,6,10.181.224.1,10.237.104.123,54.262
1261572,167.141.52.77,1.1.1.1,7,10.237.104.123,1.1.1.1,129.861
1350934,215.15.43.100,20.157.222.42,1,215.15.43.100,193.90.113.16,12.312
1350934,215.15.43.100,20.157.222.42,2,193.90.113.16,10.158.125.237,23.912
1350934,215.15.43.100,20.157.222.42,3,10.158.125.237,10.184.131.248,10.808
1350934,215.15.43.100,20.157.222.42,4,10.184.131.248,192.168.3.1,35.568
1350934,215.15.43.100,20.157.222.42,5,192.168.3.1,10.155.73.225,32.107
1350934,215.15.43.100,20.157.222.42,6,10.155.73.225,192.168.1.1,49.629
1350934,215.15.43.100,20.157.222.42,7,192.168.1.1,62.115.112.84,21.77
1350934,215.15.43.100,20.157.222.42,8,62.115.112.84,193.90.113.16,36.731
1350934,215.15.43.100,20.157.222.42,9,193.90.113.16,193.90.113.16,42.78
1350934,215.15.43.100,20.157.222.42,10,193.90.113.16,10.28.153.160,17.44
1350934,215.15.43.100,20.157.222.42,11,10.28.153.160,49.231.119.167,50.793
1350934,215.15.43.100,20.157.222.42,12,49.231.119.167,10.212.10.206,32.924
1350934,215.15.43.100,20.157.222.42,13,10.212.10.206,20.157.222.42,128.794
364003,12.208.54.177,1.1.1.1,1,12.208.54.177,192.168.2.1,24.915
364003,12.208.54.177,1.1.1.1,2,192.168.2.1,193.90.113.16,25.695
364003,12.208.54.177,1.1.1.1,3,193.90.113.16,49.228.5.78,17.64
364003,12.208.54.177,1.1.1.1,4,49.228.5.78,10.43.170.248,7.917
364003,12.208.54.177,1.1.1.1,5,10.43.170.248,*,
364003,12.208.54.177,1.1.1.1,6,62.115.43.72,194.149.162.250,29.132
364003,12.208.54.177,1.1.1.1,7,194.149.162.250,10.139.30.73,14.008
364003,12.208.54.177,1.1.1.1,8,10.139.30.73,10.88.64.17,44.198
364003,12.208.54.177,1.1.1.1,9,10.88.64.17,1.1.1.1,146.204
1569193,172.67.3.160,192.203.230.10,1,172.67.3.160,193.75.2.49,25.993
1569193,172.67.3.160,192.203.230.10,2,193.75.2.49,10.87.214.194,28.471
1569193,172.67.3.160,192.203.230.10,3,10.87.214.194,10.103.232.143,17.67
1569193,172.67.3.160,192.203.230.10,4,10.103.232.143,192.168.2.1,16.356
1569193,172.67.3.160,192.203.230.10,5,192.168.2.1,212.27.35.12,9.5
1569193,172.67.3.160,192.203.230.10,6,212.27.35.12,194.149.162.250,43.295
1569193,172.67.3.160,192.203.230.10,7,194.149.162.250,62.115.43.72,18.66
1569193,172.67.3.160,192.203.230.10,8,62.115.43.72,*,
1569193,172.67.3.160,192.203.230.10,9,194.149.162.250,192.203.230.10,89.131
1447603,86.220.224.19,20.157.222.42,1,86.220.224.19,49.228.5.64,6.505
1447603,86.220.224.19,20.157.222.42,2,49.228.5.64,49.228.5.78,47.57
1447603,86.220.224.19,20.157.222.42,3,49.228.5.78,193.75.2.49,27.078
1447603,86.220.224.19,20.157.222.42,4,193.75.2.49,193.90.113.16,19.144
1447603,86.220.224.19,20.157.222.42,5,193.90.113.16,10.100.99.1,52.194
